ylw_x,ylw_y,ylw_z,blu_x,blu_y,blu_z,labels
39.65,6.45,-39.76,-15.68,-11.82,-82.12,Seek needle
38.65,5.62,-41.31,-15.19,-12.3,-82.77,Seek needle
40.14,4.1,-41.2,-14.66,-12.57,-82.91,Seek needle
37.83,3.48,-44.16,-13.53,-12.67,-83.49,Seek needle
37.13,2.25,-46.19,-12.71,-12.79,-83.18,Seek needle
36.31,2.56,-46.76,-12.41,-13.31,-82.79,Seek needle
37.44,3.44,-44.84,-12.08,-12.64,-82.04,Seek needle
39.05,3.59,-43.56,-11.88,-13.11,-82.5,Seek needle
40.28,3.88,-43.37,-11.89,-12.89,-82.44,Seek needle
42.79,3.85,-42.27,-12.07,-12.49,-81.95,Seek needle
41.9,4.13,-44.34,-11.14,-13.01,-83.09,Seek needle
41.95,3.74,-45.29,-10.75,-13.26,-83.49,Seek needle
41.36,5.57,-45.08,-10.83,-13.35,-83.63,Seek needle
42.8,7.03,-42.7,-11.47,-13.31,-83.26,Seek needle
43.95,7.22,-41.42,-11.6,-13.08,-82.93,Seek needle
43.82,8.2,-40.88,-11.31,-13.14,-83.35,Seek needle
41.04,6.96,-44.3,-11.57,-12.83,-82.71,Seek needle
43.16,7.35,-42.4,-11.35,-13.12,-82.97,Seek needle
43.82,10.19,-39.79,-11.35,-13.12,-82.97,Seek needle
41.18,9.99,-42.79,-11.65,-13.07,-82.61,Seek needle
40.26,10.07,-43.46,-12.02,-12.6,-81.68,Seek needle
42.21,11.2,-40.96,-11.19,-13.02,-82.49,Seek needle
41.95,12.86,-39.79,-11.19,-13.07,-82.34,Seek needle
41.93,13.36,-39.04,-11.53,-12.68,-81.26,Seek needle
41.02,14.13,-39.29,-10.94,-12.51,-81.38,Seek needle
43.82,15.45,-35.19,-12.01,-11.82,-79.66,Seek needle
41.98,16.83,-35.92,-10.13,-12.33,-81.72,Seek needle
42.79,16.1,-35.87,-9.66,-11.97,-81.43,Seek needle
42.76,17.09,-34.74,-9.16,-11.53,-81.31,Seek needle
45.22,20.22,-30.27,-7.92,-11.86,-82.46,Seek needle
46.03,21.2,-28.29,-7.52,-12.08,-82.79,Seek needle
45.26,19.44,-29.61,-7.86,-11.94,-82.14,Seek needle
44.06,20.72,-29.24,-8.07,-11.65,-81.95,Seek needle
42.43,21.03,-29.72,-8.66,-11.47,-81.02,Seek needle
42.74,21.9,-26.54,-7.68,-11.57,-82.27,Seek needle
42.17,22.28,-25.35,-9.26,-10.91,-79.92,Seek needle
45.44,25.26,-18.3,-7.98,-10.76,-80.98,Seek needle
45.18,23.01,-19.09,-7.95,-10.72,-80.76,Seek needle
45.54,24.81,-15.86,-8.42,-10.5,-79.95,Seek needle
45.5,23.99,-15.36,-8.2,-10.56,-80.19,Seek needle
42.67,19.57,-21.11,-8.04,-10.72,-80.24,Seek needle
42.39,19.9,-20.8,-7.5,-11.0,-80.82,Seek needle
42.56,21.89,-19.36,-7.69,-10.46,-80.67,Seek needle
45.24,25.39,-15.37,-7.71,-10.84,-80.95,Seek needle
49.29,29.36,-10.07,-6.07,-12.02,-84.23,Seek needle
44.86,26.22,-17.81,-8.05,-10.74,-81.39,Seek needle
43.11,24.55,-21.43,-8.21,-10.95,-81.34,Seek needle
44.61,25.52,-19.68,-9.56,-9.97,-78.9,Seek needle
46.39,27.31,-16.54,-7.98,-10.11,-80.48,Seek needle
45.05,26.88,-18.19,-7.82,-10.69,-80.99,Seek needle
46.7,28.64,-16.16,-6.62,-11.74,-83.27,Seek needle
44.61,27.61,-19.84,-7.62,-11.13,-81.9,Seek needle
44.12,27.3,-21.36,-7.77,-10.81,-81.43,Seek needle
47.84,29.18,-17.22,-8.65,-10.14,-79.86,Seek needle
46.29,30.52,-17.96,-8.25,-10.4,-80.53,Seek needle
49.07,32.41,-14.31,-7.85,-10.24,-80.82,Seek needle
48.13,32.56,-15.93,-8.38,-9.4,-79.41,Seek needle
46.87,32.7,-17.69,-6.86,-9.45,-80.57,Seek needle
46.67,34.7,-16.85,-5.02,-10.0,-82.11,Seek needle
47.7,34.05,-16.61,-5.55,-9.17,-80.09,Seek needle
49.69,35.66,-13.48,-3.86,-10.1,-81.8,Seek needle
48.54,36.22,-14.26,-3.31,-10.49,-81.9,Seek needle
52.99,40.1,-7.42,-4.5,-9.66,-79.54,Seek needle
54.6,42.17,-4.01,-4.27,-10.06,-80.09,Seek needle
50.64,38.44,-10.73,-4.54,-10.14,-79.66,Seek needle
53.17,41.57,-5.97,-4.61,-10.2,-79.61,Seek needle
50.95,41.09,-7.67,-4.31,-10.13,-79.88,Seek needle
52.24,43.44,-4.07,-4.55,-9.79,-79.32,Seek needle
50.02,41.1,-6.88,-3.64,-9.73,-79.99,Seek needle
52.5,41.7,-2.74,-4.7,-8.45,-77.52,Seek needle
51.95,43.02,-0.85,-4.44,-8.33,-76.63,Seek needle
52.21,44.45,1.06,-4.07,-8.0,-75.77,Seek needle
51.64,43.44,-0.04,-4.65,-7.31,-73.93,Seek needle
50.3,42.72,-2.03,-4.23,-7.41,-74.58,Seek needle
50.64,42.4,-1.76,-2.67,-8.59,-77.91,Seek needle
48.61,40.27,-5.1,-2.92,-8.61,-78.26,Seek needle
51.07,43.02,-0.44,-4.11,-7.42,-76.4,Seek needle
49.31,41.58,-3.28,-3.66,-7.16,-76.76,Seek needle
49.36,42.51,-2.3,-3.28,-6.95,-76.73,Seek needle
50.52,45.11,0.57,-4.01,-6.44,-75.03,Seek needle
50.1,46.77,0.76,-4.88,-6.38,-73.2,Seek needle
49.64,45.81,-1.14,-4.3,-6.19,-73.48,Seek needle
49.39,48.26,-0.48,-4.59,-6.3,-73.24,Seek needle
51.66,49.74,1.62,-3.71,-7.17,-74.84,Grasp needle
48.03,47.72,-4.24,-3.71,-7.16,-75.33,Grasp needle
51.04,51.32,0.37,-2.98,-7.65,-76.66,Grasp needle
49.04,50.53,-2.61,-3.7,-7.26,-75.58,Grasp needle
51.41,52.94,0.77,-3.7,-6.93,-75.53,Grasp needle
52.49,53.74,2.01,-2.87,-7.25,-76.44,Grasp needle
50.45,52.35,-1.07,-3.63,-6.41,-74.92,Grasp needle
52.53,56.45,3.54,-4.3,-5.75,-73.65,Grasp needle
50.01,54.77,-1.38,-4.69,-5.54,-72.94,Grasp needle
50.86,54.27,-0.43,-3.4,-5.58,-74.38,Grasp needle
51.67,56.01,1.59,-3.84,-5.98,-73.8,Grasp needle
51.9,55.61,1.4,-3.2,-5.75,-74.64,Grasp needle
53.24,58.84,4.67,-4.04,-5.38,-73.36,Grasp needle
51.49,55.13,0.23,-2.56,-5.92,-75.31,Grasp needle
53.69,59.44,4.99,-1.48,-6.66,-76.43,Grasp needle
51.83,58.12,2.36,-2.8,-5.73,-74.22,Grasp needle
52.0,57.82,2.34,-2.26,-5.97,-74.97,Grasp needle
46.84,51.78,-6.25,-1.43,-6.58,-76.47,Grasp needle
49.86,54.03,-2.56,-2.65,-5.95,-74.46,Grasp needle
50.49,56.1,-0.62,-1.32,-7.02,-76.61,Grasp needle
51.36,56.29,-0.03,-2.27,-6.26,-74.97,Grasp needle
49.95,56.15,-1.64,-3.3,-5.78,-73.22,Grasp needle
50.37,56.01,-1.33,-2.86,-5.59,-73.03,Grasp needle
50.82,56.67,-0.67,-3.27,-5.21,-71.79,Grasp needle
50.77,56.54,-0.87,-4.38,-5.07,-70.07,Grasp needle
50.96,56.69,-0.45,-2.57,-5.94,-72.56,Grasp needle
53.65,60.5,4.81,-3.27,-5.64,-71.27,Grasp needle
50.58,57.76,-0.22,-3.33,-5.73,-71.23,Grasp needle
52.95,60.24,3.61,-2.03,-6.64,-73.62,Grasp needle
54.99,62.15,6.6,-3.19,-5.86,-71.34,Grasp needle
52.93,60.27,3.29,-2.38,-6.03,-72.48,Grasp needle
53.6,61.59,4.79,-1.93,-6.75,-73.1,Grasp needle
56.3,64.69,8.13,-3.19,-5.53,-70.41,Grasp needle
55.7,63.13,6.12,-2.78,-5.35,-70.54,Grasp needle
54.28,60.42,2.28,-1.6,-6.24,-72.4,Grasp needle
55.02,62.22,4.27,-2.15,-5.91,-71.83,Grasp needle
54.63,61.84,3.43,-1.36,-6.19,-73.12,Grasp needle
51.8,57.81,-2.2,-1.46,-5.92,-72.66,Grasp needle
53.92,60.92,2.19,-2.61,-5.28,-70.73,Grasp needle
53.77,60.89,2.27,-1.16,-5.62,-72.62,Grasp needle
54.83,61.29,3.64,-1.3,-5.0,-71.82,Grasp needle
48.72,57.71,-3.73,-0.95,-4.88,-71.93,Grasp needle
52.49,56.89,0.16,-1.13,-4.4,-71.1,Grasp needle
55.4,58.13,3.72,-2.72,-2.81,-68.03,Grasp needle
51.25,52.48,-4.8,-1.04,-1.83,-69.07,Grasp needle
52.02,51.7,-5.18,-0.13,-1.22,-67.8,Grasp needle
51.7,48.75,-8.12,1.79,-1.06,-67.7,Grasp needle
54.09,48.07,-7.54,2.46,-0.01,-64.64,Grasp needle
51.96,44.21,-13.11,3.7,0.54,-63.06,Grasp needle
52.89,42.33,-14.41,4.54,1.87,-60.98,Grasp needle
53.51,41.88,-15.4,5.15,2.2,-60.16,Grasp needle
56.26,42.37,-13.46,7.21,3.18,-60.22,Grasp needle
56.81,40.19,-15.18,8.73,3.75,-59.26,Grasp needle
57.16,42.14,-15.34,8.09,5.46,-53.86,Grasp needle
57.06,36.86,-25.62,13.28,8.84,-49.55,Grasp needle
57.01,37.43,-25.65,12.06,7.68,-49.87,Grasp needle
59.21,39.58,-22.19,13.21,7.48,-54.08,Grasp needle
59.22,41.11,-20.84,13.02,8.54,-54.11,Grasp needle
59.5,39.0,-22.12,14.75,8.5,-57.82,Grasp needle
58.84,39.1,-11.45,13.95,15.37,-49.51,Grasp needle
56.54,35.56,-15.47,13.15,14.48,-49.38,Grasp needle
59.12,38.58,-11.04,13.67,12.96,-51.78,Grasp needle
56.98,39.0,-14.39,12.8,16.16,-46.8,Grasp needle
39.91,-38.49,-104.6,13.51,17.97,-45.11,Grasp needle
57.84,36.87,-18.28,16.25,17.06,-48.16,Grasp needle
56.59,36.56,-20.14,16.75,17.13,-46.72,Grasp needle
56.22,36.76,-20.95,17.68,14.79,-50.29,Grasp needle
59.6,36.66,-18.26,15.38,17.53,-42.84,Grasp needle
59.13,35.41,-19.41,16.15,15.9,-45.31,Grasp needle
56.92,33.77,-22.97,16.51,15.24,-46.95,Grasp needle
58.34,34.84,-20.89,15.37,14.82,-46.02,Grasp needle
58.99,36.38,-19.37,16.38,17.55,-44.54,Grasp needle
58.69,36.1,-20.27,16.44,19.33,-42.05,Grasp needle
57.64,34.1,-22.96,17.03,21.08,-39.07,Grasp needle
57.63,34.6,-23.42,17.3,21.02,-39.23,Grasp needle
58.98,35.04,-22.06,16.92,22.84,-34.9,Grasp needle
58.35,32.83,-25.85,23.6,26.82,-31.53,Grasp needle
58.8,33.35,-25.5,21.82,24.82,-31.09,Grasp needle
58.1,33.63,-26.52,22.51,28.72,-28.02,Grasp needle
58.61,33.04,-26.69,21.24,31.83,-22.68,Grasp needle
58.81,32.81,-26.9,23.9,33.53,-23.73,Grasp needle
59.9,34.84,-27.42,26.42,53.42,-4.05,Grasp needle
59.91,35.21,-28.08,-4.15,-39.2,-109.62,Grasp needle
58.73,36.72,-27.43,30.18,58.41,3.65,Grasp needle
58.73,36.72,-27.43,28.63,58.26,5.74,Grasp needle
58.61,28.08,-32.87,10.92,19.43,-5.34,Set needle
58.95,26.39,-33.36,13.89,16.4,-14.39,Set needle
53.59,20.82,-40.51,17.91,9.38,-30.05,Set needle
58.66,24.48,-32.96,10.35,11.93,-18.91,Set needle
55.43,20.87,-36.79,8.17,12.89,-17.13,Set needle
56.63,22.25,-34.24,7.98,14.83,-15.03,Set needle
55.27,16.52,-37.75,6.77,15.94,-11.69,Set needle
54.63,13.95,-39.12,10.93,14.03,-20.49,Set needle
57.11,14.07,-36.24,6.8,15.33,-12.39,Set needle
51.38,9.63,-43.53,5.68,15.51,-10.37,Set needle
51.6,6.31,-44.92,8.84,17.55,-11.7,Set needle
52.87,5.8,-43.24,10.03,15.81,-15.48,Set needle
53.73,6.64,-41.02,9.13,16.39,-13.2,Set needle
51.33,3.92,-44.31,9.1,16.38,-13.11,Set needle
53.76,4.23,-41.37,10.25,15.71,-15.48,Set needle
50.71,1.25,-45.85,11.97,13.69,-20.94,Set needle
51.05,0.67,-45.55,10.23,15.37,-15.82,Set needle
55.29,0.94,-41.22,8.32,16.82,-9.94,Set needle
49.34,-1.72,-48.63,8.61,16.6,-10.8,Set needle
52.44,-3.31,-45.84,8.18,15.64,-11.69,Set needle
53.96,-2.84,-42.64,9.18,14.37,-15.24,Set needle
50.09,-4.29,-46.01,11.46,13.27,-21.94,Set needle
49.51,-6.38,-46.36,9.03,15.33,-16.25,Set needle
50.66,-7.32,-45.0,9.0,14.61,-19.13,Set needle
50.45,-7.97,-44.88,9.06,14.85,-18.68,Set needle
49.67,-9.91,-46.52,9.06,16.48,-16.55,Set needle
49.54,-9.83,-46.38,7.01,17.47,-10.41,Set needle
48.61,-9.24,-47.06,7.53,17.97,-9.47,Set needle
50.79,-9.39,-45.23,8.76,18.14,-10.41,Set needle
49.05,-8.42,-46.84,7.9,15.14,-11.4,Set needle
50.35,-8.5,-46.22,10.53,13.44,-17.58,Set needle
46.79,-8.27,-50.01,8.95,13.9,-14.51,Set needle
49.68,-6.19,-45.78,8.51,14.85,-11.76,Set needle
44.4,-9.56,-53.34,8.86,12.59,-15.21,Set needle
49.63,-6.63,-45.65,10.19,9.72,-21.07,Set needle
50.54,-6.63,-44.5,10.22,8.76,-23.31,Set needle
51.01,-7.12,-43.58,9.14,8.58,-22.62,Set needle
52.76,-7.87,-41.36,10.35,7.89,-27.41,Set needle
50.68,-11.81,-45.34,8.81,6.83,-26.79,Set needle
49.23,-12.91,-45.96,10.01,5.69,-31.48,Set needle
49.19,-13.34,-45.18,9.99,6.45,-31.75,Set needle
45.44,-16.36,-50.79,10.93,8.44,-32.52,Set needle
45.38,-15.64,-50.42,11.89,8.36,-35.19,Set needle
46.8,-15.06,-48.87,12.53,9.28,-35.07,Set needle
48.7,-13.73,-46.76,12.94,9.42,-35.56,Set needle
51.55,-10.29,-42.31,13.99,6.87,-41.18,Set needle
50.71,-10.8,-44.43,12.87,7.92,-38.4,Set needle
51.62,-7.95,-42.17,14.72,7.85,-41.12,Set needle
49.45,-8.12,-45.4,14.96,7.28,-42.19,Set needle
50.4,-5.93,-43.69,13.96,7.03,-40.83,Set needle
49.19,-4.42,-44.71,13.82,6.72,-41.3,Set needle
49.75,-3.82,-44.11,15.41,5.1,-45.49,Set needle
50.71,-2.72,-42.6,13.82,6.22,-41.97,Set needle
49.06,-3.22,-44.73,13.28,6.85,-40.74,Set needle
48.41,-2.82,-45.29,13.36,6.25,-41.27,Set needle
48.59,-2.7,-45.15,14.07,6.05,-42.16,Set needle
48.79,-0.65,-43.85,13.76,5.99,-41.63,Set needle
47.76,-1.52,-45.68,14.78,4.94,-44.48,Set needle
48.93,0.49,-42.94,14.58,5.18,-43.74,Set needle
48.21,0.2,-43.73,14.23,5.04,-43.28,Set needle
49.48,0.84,-42.08,12.8,4.74,-41.4,Set needle
47.72,0.3,-43.95,13.4,4.65,-42.37,Set needle
47.89,-0.01,-44.22,14.4,4.18,-44.47,Set needle
46.79,0.87,-44.18,12.39,4.41,-41.37,Set needle
49.02,1.15,-41.45,13.28,4.41,-42.8,Set needle
50.33,1.62,-39.73,13.06,4.34,-42.65,Set needle
48.04,0.56,-43.07,11.17,4.72,-38.55,Set needle
49.75,-0.06,-42.39,12.77,4.66,-40.97,Set needle
47.8,-0.45,-45.06,12.41,4.09,-40.91,Set needle
50.39,0.86,-42.06,13.91,3.42,-43.79,Set needle
50.18,0.49,-42.63,13.09,4.37,-41.46,Set needle
48.47,0.01,-44.96,13.57,3.2,-43.6,Set needle
47.88,-0.91,-46.18,12.87,3.53,-41.9,Set needle
51.53,0.88,-42.62,13.5,3.28,-43.0,Set needle
49.57,0.86,-46.36,13.58,2.75,-43.79,Set needle
49.49,0.4,-47.49,13.61,3.21,-43.3,Set needle
50.6,1.01,-46.13,12.99,3.48,-41.76,Set needle
51.39,-0.26,-45.99,13.78,4.15,-42.1,Set needle
51.22,-0.81,-46.2,15.6,3.48,-45.58,Set needle
49.55,-1.22,-47.98,13.97,3.67,-42.3,Set needle
45.5,-2.1,-52.82,14.24,4.73,-41.42,Set needle
