ylw_x,ylw_y,ylw_z,blu_x,blu_y,blu_z,labels
10.88,5.72,-29.47,-5.19,0.83,-46.06,Seek needle
10.88,5.65,-29.5,-1.14,0.66,-51.86,Seek needle
11.04,6.27,-28.71,-2.47,0.98,-49.67,Seek needle
11.66,6.52,-27.56,-2.58,1.16,-49.34,Seek needle
11.87,7.07,-26.77,-2.78,0.32,-49.79,Seek needle
12.8,7.86,-25.45,-4.88,0.31,-46.76,Seek needle
11.99,7.97,-26.42,-3.04,0.64,-49.24,Seek needle
12.41,7.08,-27.37,-2.0,0.81,-50.22,Seek needle
11.72,7.35,-27.64,-2.82,0.39,-49.65,Seek needle
13.19,7.67,-25.71,-1.02,0.05,-52.35,Seek needle
11.49,5.96,-29.56,-2.82,0.63,-49.28,Seek needle
12.1,5.76,-29.47,-2.42,-0.43,-50.81,Seek needle
10.93,5.33,-31.13,-0.93,-1.04,-53.78,Seek needle
10.27,4.86,-32.48,-2.68,-0.08,-50.69,Seek needle
14.23,7.49,-25.07,-1.69,-0.83,-52.72,Seek needle
12.13,6.8,-28.4,-3.1,-0.28,-50.07,Seek needle
12.73,6.53,-28.39,-1.77,-0.21,-51.87,Seek needle
12.81,6.84,-28.23,-2.61,0.27,-49.91,Seek needle
12.99,6.96,-27.51,-2.29,0.35,-50.13,Seek needle
12.87,6.55,-28.21,-4.03,0.02,-47.74,Seek needle
13.4,6.88,-27.44,-2.66,-0.03,-49.69,Seek needle
12.91,6.71,-28.24,-1.9,-0.22,-51.13,Seek needle
12.94,6.93,-27.59,-2.83,-0.71,-50.48,Seek needle
11.44,4.47,-32.41,-2.29,-0.48,-51.17,Seek needle
12.31,5.27,-30.58,-3.37,0.01,-49.23,Seek needle
11.89,4.76,-31.58,-4.33,0.57,-46.8,Seek needle
13.19,5.71,-29.41,-3.06,0.51,-48.24,Seek needle
13.58,6.09,-28.4,-2.34,-0.54,-50.04,Seek needle
12.74,5.21,-30.46,-2.21,-0.47,-49.98,Seek needle
12.5,6.18,-29.45,-2.3,0.39,-48.77,Seek needle
12.9,6.94,-28.31,-2.19,-0.08,-49.31,Seek needle
14.23,6.73,-26.95,-3.05,-0.72,-48.57,Seek needle
13.77,7.1,-27.32,-1.87,-0.9,-50.67,Seek needle
15.08,7.62,-24.96,-1.81,-0.58,-49.91,Seek needle
13.74,7.2,-27.32,-1.89,-0.1,-49.25,Seek needle
13.63,8.84,-25.51,-2.56,0.24,-48.04,Seek needle
12.05,6.97,-29.69,-1.19,-0.14,-49.98,Seek needle
12.12,7.36,-29.33,-1.91,-0.44,-49.26,Seek needle
12.88,8.09,-27.84,-0.55,-0.51,-50.82,Seek needle
12.04,7.02,-29.64,-0.17,-0.41,-51.19,Seek needle
12.63,7.97,-27.95,-0.34,-0.64,-51.32,Seek needle
11.04,7.84,-30.42,-0.18,-0.93,-51.8,Seek needle
10.56,9.3,-30.64,-0.86,-0.12,-49.73,Seek needle
8.65,7.5,-36.07,0.3,0.13,-50.42,Seek needle
9.93,7.32,-35.5,-1.89,-0.61,-46.9,Seek needle
10.26,7.62,-35.54,-0.39,-1.15,-49.19,Seek needle
12.07,6.0,-35.71,0.76,-1.21,-50.79,Seek needle
14.38,3.2,-35.99,2.57,-3.29,-55.7,Seek needle
14.51,2.01,-37.23,1.31,-2.04,-52.75,Seek needle
14.12,1.27,-38.25,0.09,-2.04,-50.98,Seek needle
17.95,4.49,-31.45,-0.87,-1.4,-47.66,Seek needle
18.79,6.12,-30.04,2.72,-3.88,-51.56,Seek needle
19.91,5.17,-30.99,5.66,-5.62,-53.5,Seek needle
20.8,5.13,-31.1,4.83,-5.93,-48.62,Seek needle
22.26,3.6,-32.16,6.06,-7.48,-49.35,Seek needle
23.59,2.64,-31.35,7.4,-8.06,-47.44,Seek needle
24.82,2.43,-28.75,8.8,-9.67,-45.55,Seek needle
25.94,0.81,-27.13,9.77,-11.5,-40.79,Seek needle
29.13,2.61,-20.18,12.89,-14.15,-42.51,Seek needle
29.48,-0.12,-21.5,16.1,-15.88,-46.35,Seek needle
29.42,-0.29,-20.85,15.48,-14.32,-40.34,Seek needle
29.13,-1.96,-21.88,15.79,-14.41,-38.36,Seek needle
31.95,-1.97,-17.26,15.22,-14.41,-36.24,Seek needle
32.97,-5.06,-18.88,18.59,-17.0,-43.49,Seek needle
32.1,-7.75,-22.62,17.46,-17.59,-38.38,Seek needle
33.03,-7.37,-21.67,15.93,-15.41,-30.12,Seek needle
37.18,-5.37,-14.62,16.41,-17.01,-34.07,Seek needle
37.41,-5.44,-15.21,15.9,-18.47,-36.32,Seek needle
39.75,-3.44,-12.21,13.78,-17.57,-31.25,Seek needle
42.61,-1.28,-9.07,14.33,-16.73,-32.36,Seek needle
42.43,-1.53,-12.02,13.12,-15.98,-28.68,Seek needle
41.34,-4.7,-18.68,17.36,-17.78,-43.29,Seek needle
42.4,-5.28,-19.03,17.57,-18.0,-45.93,Seek needle
43.66,-5.88,-18.09,14.62,-16.5,-38.69,Seek needle
40.57,-7.67,-23.31,14.73,-14.11,-39.85,Seek needle
44.21,-4.84,-14.33,14.88,-13.09,-38.79,Seek needle
42.58,-5.63,-15.78,13.92,-11.6,-34.56,Seek needle
43.57,-2.76,-10.64,14.33,-11.99,-37.48,Seek needle
44.01,-2.63,-8.89,14.21,-11.78,-38.88,Seek needle
43.68,-2.44,-8.98,10.92,-10.24,-34.72,Seek needle
46.08,-2.14,-4.84,12.82,-10.43,-40.67,Seek needle
45.66,-2.15,-4.89,10.95,-7.71,-33.17,Seek needle
41.0,-4.06,-12.42,13.69,-7.01,-32.69,Seek needle
43.04,-2.33,-7.72,15.38,-9.76,-30.95,Seek needle
43.65,-1.41,-5.72,25.05,-9.05,-44.37,Seek needle
42.48,-3.22,-8.44,26.14,-10.83,-44.98,Seek needle
41.26,-3.06,-9.45,24.52,-9.99,-39.69,Seek needle
39.66,-3.29,-11.89,24.21,-11.53,-36.93,Seek needle
40.26,-2.95,-10.83,24.26,-12.52,-38.24,Seek needle
38.94,-2.59,-12.34,26.1,-13.84,-46.12,Seek needle
39.59,-2.52,-11.65,20.29,-10.4,-30.51,Seek needle
39.55,-3.54,-12.58,19.09,-11.51,-40.84,Seek needle
39.55,-3.21,-12.12,17.08,-11.71,-33.39,Seek needle
40.18,-1.84,-10.08,17.25,-13.62,-40.97,Seek needle
37.73,-3.43,-14.53,18.05,-14.29,-48.24,Seek needle
40.62,-3.16,-10.07,11.19,-12.03,-33.12,Seek needle
39.15,-3.63,-11.95,12.98,-10.67,-34.8,Seek needle
38.27,-4.57,-13.65,15.13,-13.31,-41.98,Seek needle
38.32,-3.66,-12.63,14.19,-12.76,-38.04,Seek needle
37.97,-4.18,-13.45,14.57,-13.94,-36.33,Seek needle
36.93,-4.8,-15.18,12.71,-15.19,-37.67,Seek needle
36.81,-4.53,-14.7,13.37,-17.31,-44.55,Seek needle
35.61,-4.8,-16.25,12.59,-17.43,-44.74,Seek needle
35.57,-4.88,-16.0,12.06,-19.22,-48.7,Seek needle
34.32,-5.33,-17.74,9.82,-19.31,-46.54,Seek needle
35.73,-3.78,-14.26,9.78,-17.86,-45.99,Seek needle
34.86,-4.95,-16.43,12.49,-17.01,-50.38,Seek needle
36.15,-4.26,-13.62,12.34,-15.48,-53.87,Seek needle
35.04,-3.7,-14.49,10.19,-16.5,-52.94,Seek needle
33.58,-4.94,-17.3,10.03,-13.18,-48.78,Seek needle
35.36,-4.48,-14.51,9.87,-15.16,-50.46,Seek needle
34.73,-4.65,-15.12,11.95,-16.5,-54.76,Seek needle
34.95,-4.69,-14.83,10.37,-17.32,-50.97,Seek needle
34.92,-4.12,-14.76,11.05,-21.4,-48.45,Seek needle
34.11,-4.68,-16.52,17.4,-27.13,-56.73,Seek needle
34.06,-4.86,-17.19,17.01,-27.52,-38.29,Seek needle
34.81,-4.37,-15.81,17.83,-31.14,-29.29,Seek needle
35.08,-4.77,-16.27,21.21,-34.7,-32.15,Seek needle
35.21,-4.96,-16.3,21.1,-36.65,-28.92,Seek needle
34.54,-6.27,-18.87,23.63,-37.9,-33.91,Seek needle
34.47,-6.22,-18.94,24.4,-37.84,-32.34,Seek needle
36.03,-5.62,-16.55,24.18,-37.71,-34.03,Seek needle
36.42,-4.17,-15.32,23.74,-38.7,-33.05,Seek needle
36.69,-4.33,-15.22,26.38,-39.6,-38.79,Seek needle
37.22,-4.4,-15.17,24.01,-38.32,-29.62,Seek needle
37.36,-3.27,-14.47,22.53,-36.62,-26.54,Seek needle
37.49,-2.95,-14.49,22.74,-35.71,-32.13,Seek needle
37.68,-2.55,-14.26,22.55,-34.05,-37.59,Seek needle
40.36,-0.45,-9.4,22.46,-32.62,-42.01,Seek needle
39.28,-0.9,-11.59,23.39,-32.58,-49.2,Seek needle
38.57,-0.66,-13.05,23.31,-31.56,-50.95,Seek needle
35.62,-1.85,-18.25,23.05,-29.61,-49.23,Seek needle
35.42,-2.1,-19.21,23.71,-30.0,-57.03,Seek needle
37.2,-1.08,-16.1,21.24,-26.63,-50.61,Seek needle
36.66,-0.37,-16.03,20.71,-25.96,-49.35,Seek needle
35.95,-0.5,-16.93,21.55,-25.94,-52.18,Seek needle
36.33,-0.34,-16.27,20.01,-23.66,-44.44,Seek needle
37.71,0.6,-13.58,20.71,-24.13,-48.15,Seek needle
36.35,-0.21,-16.05,19.56,-22.4,-46.56,Seek needle
35.48,-0.38,-17.31,19.43,-20.89,-49.88,Seek needle
36.43,0.4,-15.59,16.08,-20.58,-45.69,Seek needle
35.13,0.09,-17.35,17.66,-19.64,-47.95,Seek needle
36.35,0.35,-15.57,18.92,-16.94,-44.62,Seek needle
37.66,0.69,-13.99,18.5,-17.97,-45.29,Seek needle
37.12,0.63,-14.9,16.94,-17.58,-42.97,Seek needle
37.82,0.79,-13.8,17.32,-16.73,-41.97,Seek needle
38.98,1.95,-11.15,16.89,-15.36,-37.96,Seek needle
38.59,1.58,-11.91,18.69,-16.05,-38.65,Seek needle
37.34,0.9,-13.79,22.16,-18.61,-45.77,Seek needle
36.39,1.05,-15.16,20.92,-16.99,-37.17,Seek needle
37.98,1.47,-12.72,21.48,-16.58,-36.51,Seek needle
37.73,1.32,-13.02,20.79,-16.23,-32.89,Seek needle
38.21,2.59,-10.9,22.13,-16.45,-34.29,Seek needle
36.93,1.79,-12.73,23.08,-16.55,-33.33,Seek needle
37.76,2.09,-11.05,22.79,-16.37,-31.63,Seek needle
36.99,0.91,-13.22,21.14,-16.67,-27.96,Seek needle
35.58,0.73,-14.88,21.58,-18.09,-33.64,Seek needle
36.67,0.65,-13.26,18.07,-15.97,-25.5,Seek needle
35.23,0.99,-14.56,18.93,-13.95,-24.94,Seek needle
35.5,0.8,-14.31,20.6,-12.67,-26.48,Seek needle
36.37,1.08,-12.59,20.59,-11.73,-24.29,Seek needle
35.83,1.56,-12.52,20.0,-10.86,-22.84,Seek needle
35.97,1.39,-12.24,20.35,-11.84,-28.81,Seek needle
35.42,0.63,-13.1,18.61,-9.42,-22.13,Seek needle
37.27,2.93,-8.02,18.81,-8.47,-20.91,Seek needle
34.49,1.35,-12.72,22.4,-8.02,-28.48,Seek needle
35.38,1.37,-11.15,22.61,-7.62,-26.82,Seek needle
35.18,2.19,-10.28,21.02,-7.84,-22.61,Seek needle
34.27,2.31,-11.13,22.9,-7.92,-28.08,Seek needle
35.67,2.08,-9.21,20.51,-7.88,-22.83,Seek needle
35.52,2.65,-8.74,21.27,-6.71,-22.85,Seek needle
35.44,3.24,-7.92,24.29,-5.72,-28.04,Seek needle
35.18,2.58,-8.56,22.77,-6.18,-24.18,Seek needle
34.62,2.94,-8.59,20.43,-6.11,-18.35,Seek needle
33.81,2.97,-9.23,20.62,-5.66,-18.47,Seek needle
33.4,2.33,-10.18,23.53,-5.18,-24.41,Seek needle
31.6,1.79,-12.23,23.76,-4.74,-23.84,Seek needle
33.78,2.41,-8.74,23.65,-4.58,-23.22,Seek needle
32.22,2.08,-10.69,23.08,-4.17,-21.47,Seek needle
33.79,2.85,-7.42,22.98,-5.38,-24.16,Seek needle
34.7,3.24,-5.25,21.97,-5.19,-21.98,Seek needle
33.72,2.65,-6.67,20.66,-5.34,-20.76,Seek needle
32.32,1.77,-9.06,19.61,-5.83,-20.99,Seek needle
31.62,0.86,-10.56,19.81,-5.15,-21.55,Grasp needle
31.4,0.75,-11.04,18.77,-5.28,-20.27,Grasp needle
33.24,1.26,-8.45,20.48,-4.75,-23.24,Grasp needle
34.7,1.5,-6.7,18.26,-4.56,-18.82,Grasp needle
32.67,0.3,-11.12,19.56,-3.94,-20.49,Grasp needle
30.62,0.18,-14.47,19.98,-4.26,-21.71,Grasp needle
30.04,-0.9,-16.65,19.37,-3.87,-19.86,Grasp needle
30.2,-1.14,-16.8,18.04,-3.74,-16.39,Grasp needle
34.14,0.1,-10.76,18.58,-4.06,-18.72,Grasp needle
34.28,0.0,-10.89,17.1,-4.3,-15.07,Grasp needle
34.42,0.11,-10.72,18.2,-3.92,-16.83,Grasp needle
32.76,-0.16,-13.19,18.19,-4.29,-16.45,Grasp needle
34.25,0.63,-10.6,19.09,-5.27,-18.92,Grasp needle
34.01,0.52,-10.86,23.77,-7.38,-30.63,Grasp needle
32.57,0.75,-12.65,21.11,-9.05,-21.92,Grasp needle
33.16,0.16,-13.01,23.26,-10.77,-23.86,Grasp needle
35.37,0.81,-9.57,22.49,-12.66,-18.84,Grasp needle
33.15,0.22,-13.48,25.05,-12.9,-22.14,Grasp needle
35.42,1.0,-9.92,24.16,-14.09,-22.49,Grasp needle
33.29,-1.22,-15.22,24.76,-15.27,-26.83,Grasp needle
35.3,-1.52,-12.65,22.67,-17.19,-25.0,Grasp needle
35.58,-2.7,-14.05,24.13,-18.97,-32.86,Grasp needle
36.35,-3.3,-14.05,23.2,-21.95,-37.58,Grasp needle
34.13,-5.28,-19.02,24.74,-24.09,-47.77,Grasp needle
36.41,-5.6,-16.77,23.1,-23.7,-43.86,Grasp needle
36.88,-7.48,-18.0,23.3,-23.85,-44.9,Grasp needle
39.91,-7.61,-13.98,23.15,-25.17,-46.69,Grasp needle
38.84,-10.34,-17.96,22.61,-26.76,-49.68,Grasp needle
38.02,-13.29,-21.63,21.36,-25.68,-45.25,Grasp needle
40.47,-14.03,-18.45,21.83,-27.02,-49.68,Grasp needle
39.39,-15.38,-20.46,19.53,-25.47,-39.86,Grasp needle
40.46,-17.38,-19.7,19.06,-26.63,-38.68,Set needle
38.42,-18.29,-22.43,20.92,-28.56,-45.08,Set needle
37.42,-19.9,-23.63,21.48,-29.22,-47.04,Set needle
37.16,-21.56,-24.36,22.11,-31.21,-52.92,Set needle
38.12,-21.12,-21.97,20.4,-29.54,-45.08,Set needle
39.78,-21.29,-19.1,21.42,-31.35,-52.16,Set needle
37.37,-22.39,-23.06,21.34,-30.74,-50.68,Set needle
37.09,-22.82,-23.46,21.37,-31.42,-52.28,Set needle
37.55,-22.73,-22.32,22.09,-32.5,-56.06,Set needle
37.02,-23.29,-23.12,22.92,-33.97,-60.73,Set needle
37.04,-23.28,-22.52,21.8,-32.72,-56.6,Set needle
37.5,-23.19,-21.05,21.67,-33.77,-57.17,Set needle
35.74,-24.31,-23.7,22.47,-34.86,-58.18,Set needle
36.89,-23.08,-19.9,19.56,-34.44,-47.05,Set needle
36.66,-22.82,-19.96,19.67,-35.74,-48.39,Set needle
38.25,-21.46,-17.17,18.56,-37.88,-45.07,Set needle
35.08,-20.22,-21.28,18.39,-38.94,-43.07,Set needle
33.62,-19.96,-23.79,18.72,-40.48,-42.84,Set needle
34.33,-20.44,-22.58,19.07,-41.02,-43.1,Set needle
34.35,-18.75,-20.59,19.03,-41.08,-42.53,Set needle
33.88,-19.43,-22.4,19.68,-42.19,-46.54,Set needle
35.41,-19.95,-20.57,19.22,-42.38,-45.82,Set needle
33.9,-20.46,-21.92,18.18,-43.14,-42.17,Set needle
34.2,-20.81,-20.06,18.37,-43.02,-41.56,Set needle
31.75,-22.33,-23.64,18.3,-43.29,-41.89,Set needle
30.27,-23.77,-26.43,18.73,-43.8,-45.17,Set needle
32.38,-24.4,-23.35,17.33,-43.81,-41.9,Set needle
31.21,-24.79,-23.98,16.86,-43.81,-39.73,Set needle
33.88,-24.42,-17.87,19.0,-44.31,-45.12,Set needle
33.42,-24.89,-16.87,19.47,-44.22,-46.17,Set needle
34.13,-27.19,-17.88,17.57,-44.22,-43.38,Set needle
37.51,-27.96,-13.74,17.13,-43.44,-44.19,Set needle
38.17,-30.3,-14.77,16.55,-43.5,-44.08,Set needle
37.79,-32.68,-16.43,16.56,-43.15,-42.95,Set needle
37.42,-34.5,-18.53,17.05,-42.91,-44.52,Set needle
38.68,-35.35,-17.09,18.93,-42.39,-49.12,Set needle
37.66,-37.01,-20.33,19.14,-41.61,-52.37,Set needle
42.94,-38.73,-14.64,17.62,-40.45,-51.39,Set needle
39.66,-39.44,-20.53,15.93,-40.32,-47.14,Set needle
42.6,-38.9,-15.33,14.44,-40.31,-44.58,Set needle
