ylw_x,ylw_y,ylw_z,blu_x,blu_y,blu_z,labels
26.89,-4.85,-18.92,24.05,-18.11,-36.11,Grasp needle
28.15,-3.92,-15.23,23.92,-17.1,-34.37,Grasp needle
27.32,-3.81,-16.27,25.0,-18.45,-39.69,Grasp needle
25.54,-2.69,-16.69,24.28,-18.1,-37.81,Grasp needle
27.31,-1.41,-11.52,25.14,-17.81,-38.73,Grasp needle
31.46,2.43,-2.1,24.08,-17.72,-35.33,Grasp needle
26.76,1.48,-10.66,24.72,-18.05,-36.34,Grasp needle
31.05,5.79,-0.78,24.35,-17.88,-35.89,Grasp needle
28.31,4.55,-6.44,24.15,-17.89,-34.34,Grasp needle
30.02,4.4,-4.96,25.47,-20.07,-42.48,Grasp needle
31.08,5.51,-3.45,25.77,-19.58,-42.19,Grasp needle
29.5,4.89,-7.34,24.02,-18.5,-34.94,Grasp needle
29.71,4.56,-9.03,23.98,-18.23,-33.49,Grasp needle
29.43,4.16,-10.42,25.51,-19.16,-37.67,Grasp needle
31.24,5.16,-7.2,23.04,-18.52,-30.08,Grasp needle
31.66,4.81,-7.32,26.27,-18.07,-35.25,Grasp needle
32.16,4.78,-6.44,26.77,-17.88,-34.84,Grasp needle
32.46,5.83,-4.99,25.6,-17.51,-30.18,Grasp needle
29.61,5.21,-10.6,26.42,-18.37,-33.69,Grasp needle
32.47,4.55,-8.02,25.53,-17.61,-30.6,Grasp needle
32.89,6.51,-6.83,25.43,-19.26,-34.34,Grasp needle
36.97,9.56,-1.64,26.24,-16.95,-32.27,Grasp needle
36.62,8.56,-6.75,25.37,-16.18,-28.62,Grasp needle
36.55,8.16,-10.53,28.48,-16.7,-38.25,Grasp needle
36.88,8.18,-13.0,26.03,-18.45,-35.46,Grasp needle
37.99,7.85,-13.14,31.34,-19.94,-46.48,Grasp needle
39.57,8.63,-10.82,30.51,-22.6,-41.73,Grasp needle
39.47,8.6,-12.04,32.29,-22.16,-41.33,Set needle
38.61,7.83,-14.36,31.62,-23.51,-44.23,Set needle
41.38,9.61,-9.97,30.08,-23.91,-44.38,Set needle
40.73,8.11,-12.65,30.15,-23.02,-46.96,Set needle
41.26,8.28,-11.82,28.26,-22.56,-43.26,Set needle
39.3,7.32,-15.58,29.79,-21.11,-42.77,Set needle
41.32,9.32,-12.51,30.6,-20.59,-41.89,Set needle
43.89,9.69,-11.6,28.81,-21.97,-40.09,Set needle
45.56,8.56,-12.33,27.61,-23.14,-39.7,Set needle
49.01,8.43,-9.91,26.45,-21.83,-36.03,Set needle
49.01,6.21,-12.88,27.56,-20.45,-35.4,Set needle
50.95,5.22,-11.41,29.56,-16.46,-31.65,Set needle
50.78,3.75,-13.93,32.6,-16.94,-34.9,Set needle
53.2,5.37,-9.99,35.03,-15.39,-35.41,Set needle
53.53,4.82,-9.87,35.98,-15.14,-32.38,Set needle
55.35,4.71,-4.05,36.85,-13.05,-28.58,Set needle
54.59,4.05,-0.45,39.08,-12.02,-29.65,Set needle
51.78,1.15,-1.49,38.01,-12.58,-24.51,Set needle
51.57,0.57,1.47,41.68,-12.69,-21.58,Set needle
49.01,0.22,-0.26,46.51,-14.34,-23.87,Set needle
46.5,-2.68,-5.82,47.11,-15.39,-22.16,Set needle
48.34,-1.28,-2.81,46.12,-15.1,-19.71,Set needle
48.48,-1.05,-2.94,45.12,-13.09,-18.27,Set needle
46.56,-2.41,-6.43,41.2,-10.27,-13.2,Set needle
49.0,-0.33,-1.37,37.63,-9.21,-19.29,Set needle
50.76,-0.03,2.55,36.92,-9.83,-25.6,Set needle
49.88,-1.66,0.12,35.91,-9.73,-24.27,Set needle
51.76,-1.66,2.41,36.31,-7.68,-25.95,Set needle
49.94,-1.55,-0.29,34.3,-4.15,-23.8,Set needle
52.08,-0.41,3.31,32.79,-3.09,-22.64,Set needle
53.31,-0.31,4.84,32.96,-1.98,-25.6,Set needle
49.62,-3.39,-2.4,35.46,1.73,-24.65,Set needle
54.0,0.04,7.39,38.79,0.01,-28.6,Set needle
52.8,-1.54,4.62,41.91,-1.55,-33.85,Set needle
51.21,-2.9,1.34,41.93,-2.88,-30.27,Set needle
53.53,-2.32,4.82,41.81,-0.19,-19.9,Set needle
54.53,-1.67,6.96,43.13,-1.17,-23.12,Set needle
54.29,-3.32,5.14,41.77,-1.92,-25.11,Set needle
52.52,-3.7,3.34,41.08,-2.93,-25.76,Set needle
54.03,-3.02,6.01,40.28,-4.33,-29.72,Set needle
53.07,-3.66,3.28,36.01,-5.18,-24.24,Set needle
59.03,0.43,13.49,33.86,-5.73,-22.52,Set needle
57.41,-2.65,7.11,34.55,-5.29,-24.66,Set needle
57.67,-2.27,7.25,34.71,-5.65,-26.44,Set needle
56.59,-2.36,6.27,35.88,-5.24,-27.97,Set needle
53.78,-3.24,1.97,37.01,-5.09,-30.19,Set needle
54.13,-3.31,2.39,36.37,-3.66,-25.12,Set needle
54.91,-3.86,3.08,36.6,-6.93,-26.76,Set needle
51.16,-3.86,-1.86,38.91,-9.39,-27.91,Set needle
53.29,-3.49,2.44,41.73,-12.04,-30.34,Set needle
52.46,-3.68,2.29,43.52,-13.21,-29.57,Set needle
53.77,-3.17,4.11,45.49,-11.16,-25.41,Set needle
52.57,-3.04,3.1,43.06,-12.73,-18.15,Set needle
52.27,-2.7,2.86,46.71,-13.55,-25.75,Set needle
53.21,-2.54,4.4,46.53,-14.6,-18.19,Set needle
51.3,-2.71,1.86,50.44,-14.06,-25.75,Set needle
52.96,-3.54,2.8,50.46,-14.02,-24.53,Set needle
52.6,-3.12,2.3,50.51,-14.99,-27.7,Set needle
54.89,-3.01,5.2,50.1,-14.77,-23.89,Set needle
56.17,-2.43,7.31,50.6,-15.16,-28.38,Set needle
54.23,-2.39,4.73,49.33,-15.37,-24.35,Set needle
53.36,-1.99,3.7,49.52,-15.72,-28.98,Set needle
55.65,-1.91,6.55,47.19,-13.68,-19.27,Set needle
52.08,-2.74,0.75,42.9,-12.31,-21.61,Set needle
53.66,-4.22,1.84,39.55,-7.47,-19.56,Set needle
51.58,-5.23,-0.84,37.22,-6.03,-25.34,Set needle
54.58,-2.48,5.49,38.85,-5.18,-32.88,Set needle
54.87,-3.13,5.24,37.36,-5.51,-38.11,Set needle
57.06,-1.56,9.56,33.03,-6.55,-38.11,Set needle
55.66,-2.27,7.11,36.73,-8.69,-46.86,Set needle
55.81,-2.36,7.18,35.83,-11.43,-41.73,Set needle
57.31,-0.73,10.3,37.16,-14.02,-44.02,Set needle
57.39,-0.66,9.76,39.92,-15.72,-47.12,Set needle
53.3,-3.19,1.52,40.89,-14.11,-40.38,Set needle
55.62,-2.11,5.57,39.59,-17.5,-47.69,Set needle
57.19,-1.7,7.86,41.18,-16.65,-48.99,Set needle
56.9,-1.87,7.17,41.91,-18.94,-49.69,Set needle
57.28,-2.1,6.99,42.3,-19.36,-50.84,Set needle
56.69,-2.45,5.9,39.93,-20.1,-49.84,Set needle
56.44,-3.31,4.87,38.36,-18.49,-45.39,Set needle
55.31,-4.25,2.49,36.87,-16.53,-39.36,Set needle
55.74,-4.62,2.38,34.77,-13.89,-34.65,Set needle
57.57,-2.88,6.22,34.63,-12.07,-42.8,Set needle
56.73,-3.38,4.15,32.65,-11.81,-39.91,Set needle
58.14,-2.03,7.17,33.09,-11.69,-40.65,Set needle
59.61,-2.02,8.76,33.11,-12.85,-44.15,Set needle
58.75,-1.82,7.44,32.3,-12.22,-45.84,Set needle
59.17,-2.36,6.89,28.84,-8.97,-45.73,Set needle
57.43,-2.76,3.83,32.43,-10.68,-55.97,Set needle
59.83,-1.92,7.7,31.94,-6.81,-46.25,Set needle
58.25,-3.45,4.21,32.09,-6.16,-44.39,Set needle
58.83,-2.73,5.54,27.67,-5.15,-37.07,Set needle
58.53,-3.25,4.62,27.26,-7.13,-42.28,Set needle
57.72,-3.01,3.87,28.28,-7.99,-35.86,Set needle
57.03,-3.04,2.97,28.35,-7.37,-33.81,Set needle
56.86,-3.52,2.17,28.36,-6.43,-32.02,Set needle
58.47,-2.55,4.89,28.64,-9.51,-31.49,Set needle
59.47,-1.88,6.83,30.32,-11.57,-29.3,Set needle
58.0,-2.4,4.4,33.42,-13.07,-29.88,Set needle
58.1,-1.64,5.05,35.93,-14.68,-28.24,Set needle
58.45,-1.8,4.88,37.51,-13.98,-27.62,Set needle
57.15,-2.41,2.81,37.38,-15.75,-32.69,Set needle
56.61,-2.71,1.98,38.4,-12.91,-25.54,Set needle
55.92,-2.89,0.93,38.11,-16.06,-36.95,Set needle
56.22,-3.03,1.14,38.65,-16.7,-33.19,Set needle
58.14,-3.16,3.13,39.66,-16.33,-31.55,Set needle
58.18,-3.18,3.17,38.41,-17.6,-32.03,Set needle
58.99,-2.75,4.58,37.81,-18.82,-36.42,Set needle
58.67,-0.87,5.93,37.38,-19.49,-38.35,Set needle
59.67,-0.54,7.43,36.1,-17.42,-29.07,Set needle
58.4,-1.4,5.0,35.92,-17.62,-28.96,Set needle
58.73,-0.63,5.97,35.93,-18.39,-28.86,Set needle
59.12,-0.81,6.24,36.7,-19.23,-30.28,Set needle
57.94,-1.47,3.99,37.34,-23.12,-41.13,Set needle
56.96,-2.78,1.36,38.59,-21.36,-38.52,Set needle
56.87,-3.37,0.76,39.28,-21.9,-39.21,Set needle
56.49,-3.63,0.1,40.11,-22.97,-41.12,Set needle
55.79,-3.62,-0.74,39.27,-23.45,-37.16,Set needle
55.95,-3.81,-0.73,41.42,-24.51,-42.48,Set needle
56.21,-3.56,-0.21,41.38,-26.07,-38.8,Set needle
52.93,-4.17,-4.99,43.97,-28.05,-45.21,Set needle
56.05,-3.16,-0.21,46.13,-28.9,-49.36,Set needle
56.3,-2.37,0.96,41.98,-27.59,-35.56,Set needle
55.65,-3.33,-0.53,42.32,-26.08,-41.1,Set needle
56.25,-3.05,0.51,41.98,-24.47,-43.37,Set needle
57.09,-3.06,1.34,40.23,-25.88,-46.91,Set needle
59.53,-1.85,5.44,42.04,-23.68,-46.92,Set needle
54.73,-3.63,-2.68,42.74,-24.96,-54.32,Set needle
56.42,-2.68,0.23,41.54,-24.74,-51.4,Set needle
56.7,-2.38,0.49,41.85,-25.28,-54.74,Set needle
57.07,-2.16,1.14,40.01,-24.7,-49.31,Set needle
58.74,-1.8,3.72,41.0,-24.25,-51.45,Set needle
58.29,-2.14,2.69,42.3,-25.01,-52.91,Set needle
57.65,-1.69,2.47,42.25,-26.68,-48.34,Set needle
57.64,-1.73,2.35,44.94,-28.21,-53.84,Set needle
57.25,-1.78,1.83,45.87,-28.13,-52.34,Set needle
57.02,-1.68,1.44,43.87,-28.37,-47.45,Set needle
57.55,-2.16,1.93,43.02,-27.92,-46.38,Set needle
55.97,-2.93,-0.35,42.82,-27.48,-48.19,Set needle
56.52,-3.59,-0.02,42.59,-26.57,-46.36,Set needle
56.52,-3.59,-0.02,43.06,-26.08,-46.67,Set needle
56.37,-3.86,-0.38,43.2,-26.08,-47.93,Set needle
57.12,-3.48,1.39,43.51,-25.02,-47.39,Set needle
56.66,-3.94,0.63,42.1,-24.58,-45.5,Set needle
56.64,-3.83,0.65,41.41,-25.27,-45.45,Set needle
57.87,-2.67,3.03,41.79,-22.64,-39.07,Set needle
57.55,-3.28,1.9,44.41,-22.56,-45.09,Set needle
59.64,-2.18,5.43,44.58,-22.01,-42.02,Set needle
58.86,-2.51,4.16,46.13,-23.99,-51.85,Set needle
57.4,-4.01,0.99,44.64,-24.15,-48.46,Set needle
56.01,-4.25,-0.47,43.97,-24.23,-47.23,Set needle
56.26,-5.33,-0.59,43.96,-23.34,-45.48,Set needle
54.02,-6.12,-4.0,44.37,-24.1,-48.73,Set needle
57.69,-6.04,0.41,45.46,-24.96,-54.31,Set needle
57.32,-5.49,0.49,42.87,-24.6,-47.56,Set needle
