ylw_x,ylw_y,ylw_z,blu_x,blu_y,blu_z,labels
13.55,-20.71,-54.15,-17.59,-32.17,-44.31,Seek needle
14.14,-19.99,-52.69,-14.76,-32.97,-49.55,Seek needle
13.91,-19.66,-52.6,-13.87,-33.5,-54.3,Seek needle
13.45,-20.11,-53.68,-10.61,-36.5,-64.83,Seek needle
13.82,-19.69,-52.86,-14.43,-32.86,-56.39,Seek needle
14.29,-19.05,-51.67,-12.58,-34.61,-64.05,Seek needle
14.77,-18.89,-50.88,-14.81,-32.82,-59.7,Seek needle
16.05,-18.12,-48.68,-13.77,-33.51,-63.31,Seek needle
15.75,-18.33,-49.34,-13.93,-33.49,-64.46,Seek needle
14.08,-19.13,-52.48,-17.76,-29.93,-55.39,Seek needle
13.89,-19.53,-53.33,-21.0,-28.09,-47.95,Seek needle
14.1,-19.35,-52.9,-20.17,-28.46,-48.99,Seek needle
13.89,-19.53,-53.32,-14.93,-31.54,-60.52,Seek needle
13.95,-19.48,-53.1,-15.83,-31.16,-60.48,Seek needle
12.34,-20.14,-55.78,-16.32,-30.42,-60.05,Seek needle
12.49,-20.8,-56.64,-17.63,-29.43,-57.35,Seek needle
13.57,-19.33,-54.22,-16.96,-28.61,-57.13,Seek needle
14.47,-19.71,-54.17,-16.46,-29.11,-58.07,Seek needle
14.89,-20.11,-54.51,-16.48,-28.34,-56.5,Seek needle
16.21,-19.04,-51.89,-12.81,-30.1,-61.61,Seek needle
14.41,-19.21,-54.06,-13.86,-28.84,-58.52,Seek needle
14.27,-19.31,-54.54,-10.09,-31.37,-64.28,Seek needle
15.46,-18.89,-52.84,-8.23,-31.55,-63.54,Seek needle
15.01,-19.27,-54.21,-5.93,-31.91,-63.51,Seek needle
15.1,-18.94,-53.81,-5.37,-32.0,-59.9,Seek needle
16.48,-18.04,-51.28,-6.34,-30.36,-53.81,Seek needle
14.73,-18.91,-54.26,-2.75,-32.75,-64.21,Seek needle
14.89,-19.4,-54.51,-10.28,-29.79,-53.09,Seek needle
15.77,-18.26,-52.31,-5.71,-30.63,-62.09,Seek needle
15.17,-18.56,-53.39,-8.97,-29.22,-54.57,Seek needle
16.04,-18.14,-51.95,-7.67,-29.47,-55.3,Seek needle
16.91,-17.68,-50.5,-5.61,-30.18,-59.14,Seek needle
15.7,-18.44,-53.26,-5.31,-31.66,-61.75,Seek needle
17.35,-17.5,-50.5,-10.74,-28.48,-48.09,Seek needle
14.87,-19.03,-55.13,-10.3,-28.94,-47.47,Seek needle
15.37,-18.7,-54.15,-12.05,-28.83,-44.48,Seek needle
13.57,-20.26,-57.85,-11.12,-29.38,-46.42,Seek needle
14.68,-19.11,-55.43,-11.09,-28.68,-44.17,Seek needle
14.23,-19.48,-56.38,-8.71,-28.79,-45.6,Seek needle
16.21,-18.55,-53.11,-5.47,-29.6,-49.0,Seek needle
15.32,-18.54,-54.41,-6.01,-27.97,-42.73,Seek needle
15.48,-18.21,-54.09,-1.42,-31.41,-56.46,Seek needle
15.43,-18.61,-54.67,-1.62,-31.79,-57.49,Seek needle
15.22,-18.61,-54.93,-1.37,-32.87,-60.87,Seek needle
15.01,-18.49,-55.31,-3.15,-30.96,-55.87,Seek needle
16.11,-18.3,-53.8,-4.59,-28.97,-50.27,Seek needle
18.46,-16.93,-49.82,-3.67,-29.21,-51.73,Seek needle
18.05,-16.64,-51.33,-0.86,-31.8,-60.11,Seek needle
16.78,-17.98,-55.83,-3.53,-29.18,-52.47,Seek needle
19.55,-16.05,-52.25,-3.36,-28.63,-51.78,Seek needle
17.52,-18.24,-57.85,-1.63,-29.94,-56.41,Seek needle
18.22,-18.05,-58.15,-3.84,-29.29,-53.13,Seek needle
18.68,-17.92,-58.33,-2.44,-28.61,-55.66,Seek needle
17.83,-17.29,-59.23,-3.14,-27.9,-56.69,Seek needle
18.38,-17.89,-59.67,-3.7,-27.5,-57.24,Seek needle
21.52,-16.16,-54.58,-5.87,-26.07,-52.89,Seek needle
21.79,-15.66,-54.4,-7.43,-24.92,-50.87,Seek needle
21.97,-16.32,-55.11,-8.54,-24.83,-50.73,Seek needle
21.53,-17.79,-57.21,-7.11,-24.32,-53.14,Seek needle
26.21,-15.83,-50.62,-7.22,-23.23,-52.25,Seek needle
23.33,-18.18,-56.08,-7.17,-23.34,-52.39,Seek needle
24.73,-15.89,-53.41,-8.03,-21.86,-48.73,Seek needle
26.81,-13.45,-47.72,-9.39,-21.59,-46.32,Seek needle
28.33,-13.85,-46.7,-8.81,-21.94,-47.61,Seek needle
28.84,-14.38,-47.24,-10.05,-22.07,-45.7,Seek needle
30.14,-13.38,-46.47,-9.51,-21.84,-46.18,Seek needle
30.11,-11.6,-47.37,-10.3,-21.94,-45.26,Seek needle
31.01,-12.09,-46.86,-8.83,-21.88,-47.36,Seek needle
28.84,-11.17,-45.12,-11.94,-21.77,-42.48,Seek needle
26.37,-11.73,-48.44,-8.82,-22.13,-47.68,Seek needle
26.89,-11.53,-47.5,-9.27,-22.29,-47.08,Seek needle
26.19,-12.85,-49.61,-8.13,-22.36,-48.86,Seek needle
25.66,-13.07,-50.35,-8.75,-22.27,-47.89,Seek needle
26.51,-11.29,-47.71,-8.78,-22.37,-47.96,Seek needle
23.63,-11.49,-50.72,-10.55,-21.87,-44.75,Seek needle
22.87,-11.55,-50.96,-9.55,-21.84,-46.19,Seek needle
25.08,-9.79,-46.96,-9.18,-22.0,-46.91,Seek needle
26.43,-7.67,-43.92,-9.87,-21.72,-45.31,Seek needle
25.38,-7.03,-45.65,-10.71,-20.83,-42.59,Seek needle
24.14,-7.09,-47.52,-10.15,-21.33,-43.51,Seek needle
24.76,-5.31,-45.76,-8.54,-21.69,-46.49,Seek needle
28.72,-3.14,-39.75,-8.78,-21.71,-46.37,Seek needle
24.32,-4.84,-46.75,-10.6,-21.06,-42.47,Seek needle
26.37,-3.65,-43.74,-10.99,-20.64,-40.28,Seek needle
27.31,-1.9,-41.94,-9.65,-21.17,-42.9,Seek needle
29.14,0.98,-38.35,-10.67,-21.1,-41.04,Seek needle
29.03,0.37,-39.22,-10.06,-21.25,-41.94,Seek needle
28.99,1.88,-38.07,-11.51,-21.06,-38.99,Seek needle
31.92,5.7,-31.99,-10.75,-21.01,-39.96,Seek needle
34.76,8.42,-26.95,-10.06,-21.5,-41.5,Seek needle
32.22,8.46,-30.76,-10.37,-21.8,-41.49,Seek needle
36.94,11.85,-23.42,-9.43,-21.85,-43.02,Seek needle
33.17,10.32,-29.26,-9.72,-21.69,-42.24,Seek needle
35.42,13.21,-25.09,-8.88,-22.31,-44.39,Seek needle
36.36,14.01,-24.23,-8.99,-21.86,-43.55,Seek needle
36.83,15.33,-23.23,-9.12,-21.71,-42.79,Seek needle
35.71,15.8,-24.37,-9.42,-21.81,-42.21,Seek needle
33.06,16.37,-26.87,-8.57,-22.11,-43.94,Seek needle
39.82,22.31,-15.03,-9.74,-21.46,-40.96,Seek needle
41.15,22.67,-13.95,-10.37,-21.65,-40.23,Seek needle
38.91,22.21,-16.89,-11.7,-21.74,-38.32,Seek needle
39.81,26.2,-11.76,-10.64,-21.6,-39.11,Seek needle
24.67,-60.42,-118.07,-9.36,-21.09,-40.26,Seek needle
25.64,-58.99,-116.12,-11.81,-20.88,-35.81,Seek needle
26.36,-57.03,-114.78,-10.51,-20.68,-36.96,Seek needle
29.51,-51.75,-112.66,-10.97,-20.5,-35.68,Seek needle
37.82,35.23,-6.16,-9.44,-20.56,-37.33,Seek needle
40.6,36.61,-3.63,-10.55,-20.53,-34.43,Seek needle
37.77,35.99,-8.63,-10.46,-20.54,-33.9,Seek needle
37.59,35.64,-10.07,-11.05,-20.61,-32.28,Grasp needle
38.34,38.17,-7.26,-11.63,-21.18,-31.53,Grasp needle
37.9,37.82,-7.96,-9.62,-21.6,-35.51,Grasp needle
36.49,35.54,-11.4,-10.38,-21.97,-35.33,Grasp needle
39.65,37.64,-6.33,-10.31,-21.94,-35.71,Grasp needle
40.63,37.64,-5.22,-8.63,-22.3,-39.32,Grasp needle
37.87,38.34,-7.78,-7.92,-22.2,-40.8,Grasp needle
35.29,35.87,-12.1,-9.0,-21.77,-38.41,Grasp needle
39.63,38.49,-5.65,-9.22,-21.07,-37.16,Grasp needle
39.7,38.39,-5.96,-11.79,-20.62,-32.61,Grasp needle
23.06,-54.85,-111.97,-9.76,-20.12,-34.92,Grasp needle
37.42,37.1,-9.2,-11.64,-19.66,-31.0,Grasp needle
38.68,35.46,-8.98,-11.82,-19.73,-30.73,Grasp needle
36.22,33.46,-12.86,-11.97,-19.91,-30.73,Grasp needle
40.93,37.33,-4.32,-11.51,-19.98,-31.46,Grasp needle
37.31,33.54,-11.73,-11.98,-19.87,-30.54,Grasp needle
38.42,34.84,-9.66,-13.99,-20.08,-27.68,Grasp needle
38.84,34.23,-9.64,-13.54,-20.18,-28.48,Grasp needle
44.23,36.62,-2.29,-12.07,-20.67,-31.35,Grasp needle
42.04,34.58,-5.96,-13.5,-19.96,-27.84,Grasp needle
43.18,33.82,-5.03,-11.17,-20.27,-32.01,Grasp needle
20.49,-62.01,-114.6,-10.05,-20.43,-34.72,Grasp needle
21.75,-60.05,-113.54,-10.37,-20.73,-35.27,Grasp needle
21.16,-61.06,-114.18,-8.44,-21.25,-38.84,Grasp needle
21.26,-61.15,-114.0,-9.07,-21.07,-38.35,Grasp needle
25.55,-56.57,-113.44,-8.22,-21.73,-40.55,Grasp needle
27.3,-53.15,-112.26,-8.63,-21.2,-39.68,Grasp needle
25.1,-54.96,-112.15,-9.77,-20.45,-37.15,Grasp needle
45.66,41.87,3.72,-11.14,-20.96,-35.91,Grasp needle
24.53,-54.8,-111.44,-11.22,-20.01,-34.72,Grasp needle
42.89,41.75,-0.37,-11.09,-19.84,-34.6,Grasp needle
42.52,41.23,-2.33,-11.73,-19.65,-33.47,Grasp needle
40.68,40.33,-5.67,-11.66,-19.58,-33.38,Grasp needle
41.87,38.84,-7.08,-9.98,-20.41,-37.2,Grasp needle
41.55,37.03,-8.79,-9.96,-20.01,-36.84,Grasp needle
40.06,39.96,-8.67,-11.73,-20.22,-33.96,Grasp needle
41.01,41.93,-6.13,-12.67,-19.96,-32.41,Grasp needle
40.23,41.8,-7.91,-11.98,-20.07,-33.76,Grasp needle
41.21,41.57,-6.76,-12.29,-19.51,-32.27,Grasp needle
28.07,-46.69,-109.28,-11.68,-19.86,-33.28,Grasp needle
42.5,43.14,-4.41,-12.24,-19.97,-32.57,Grasp needle
38.3,40.48,-10.82,-11.52,-20.03,-33.81,Grasp needle
24.85,-51.27,-110.06,-12.49,-20.15,-32.45,Grasp needle
39.43,41.2,-9.37,-9.87,-20.5,-36.29,Grasp needle
42.7,42.84,-4.88,-12.68,-20.14,-30.46,Grasp needle
38.76,38.62,-12.17,-11.17,-19.59,-31.78,Grasp needle
32.52,-42.91,-107.29,-11.28,-19.79,-31.65,Grasp needle
44.57,44.12,2.09,-11.03,-20.01,-32.06,Grasp needle
41.22,40.67,-3.78,-9.43,-20.46,-35.12,Grasp needle
40.25,39.51,-4.23,-9.99,-20.49,-34.06,Grasp needle
44.78,42.67,3.99,-10.47,-20.5,-33.68,Grasp needle
42.63,39.94,0.31,-9.71,-20.62,-35.26,Grasp needle
39.89,39.11,-2.82,-9.82,-20.33,-34.22,Grasp needle
41.9,39.6,-0.17,-12.8,-19.87,-28.59,Grasp needle
31.16,-44.8,-107.27,-10.58,-20.14,-31.82,Grasp needle
41.67,41.14,0.69,-11.26,-20.62,-31.42,Grasp needle
41.43,38.82,-1.48,-11.61,-20.91,-31.38,Grasp needle
45.8,44.6,8.38,-10.95,-20.81,-31.94,Grasp needle
27.28,-50.75,-108.13,-9.46,-20.6,-33.99,Grasp needle
41.21,41.71,3.91,-9.38,-20.29,-33.83,Grasp needle
27.6,-49.73,-108.19,-11.81,-20.62,-30.15,Grasp needle
27.37,-49.53,-108.11,-9.1,-20.12,-33.12,Grasp needle
36.24,36.64,-3.46,-9.71,-20.56,-32.82,Grasp needle
26.52,-49.83,-107.46,-8.64,-20.82,-34.77,Grasp needle
39.23,41.73,4.21,-8.81,-21.01,-34.74,Grasp needle
23.0,-51.87,-106.74,-9.07,-20.91,-34.0,Grasp needle
34.05,40.71,-2.14,-9.7,-20.98,-33.16,Grasp needle
35.61,43.49,1.34,-8.72,-21.13,-34.81,Grasp needle
23.9,-50.26,-107.24,-7.76,-21.41,-36.79,Grasp needle
22.14,-52.27,-108.57,-8.29,-21.44,-35.56,Grasp needle
26.03,-47.58,-107.91,-9.36,-20.88,-33.44,Grasp needle
35.06,43.35,1.1,-10.34,-20.65,-31.37,Grasp needle
22.25,-50.89,-109.1,-9.8,-20.92,-32.62,Grasp needle
27.39,-43.17,-108.59,-7.78,-21.18,-36.14,Grasp needle
29.46,-41.93,-108.35,-8.76,-21.28,-34.81,Grasp needle
23.26,-50.22,-110.15,-7.64,-21.77,-37.17,Grasp needle
24.72,-49.14,-109.91,-9.71,-20.56,-31.84,Grasp needle
32.17,-36.14,-101.71,-8.4,-21.29,-35.04,Grasp needle
26.79,-46.29,-108.55,-9.95,-21.28,-32.33,Grasp needle
23.11,-50.82,-108.41,-8.37,-21.72,-35.79,Grasp needle
28.48,36.47,-4.0,-6.96,-22.27,-38.9,Grasp needle
30.2,-36.43,-99.98,-11.04,-21.28,-31.68,Grasp needle
19.69,-54.74,-108.8,-9.42,-21.03,-34.67,Grasp needle
18.57,-56.08,-109.28,-8.79,-21.24,-35.9,Grasp needle
26.09,39.03,-0.39,-8.96,-21.35,-35.93,Grasp needle
26.23,39.56,-1.24,-9.78,-21.4,-35.18,Grasp needle
22.72,39.25,-4.53,-7.34,-21.77,-39.5,Grasp needle
14.3,-57.73,-111.41,-7.66,-21.59,-38.72,Grasp needle
20.5,39.74,-10.19,-8.27,-21.26,-37.24,Grasp needle
21.44,40.24,-9.93,-8.4,-21.69,-37.52,Grasp needle
20.95,36.89,-14.41,-7.76,-22.12,-39.64,Grasp needle
28.66,44.92,1.34,-7.31,-22.19,-40.24,Grasp needle
27.93,43.43,-0.74,-9.49,-21.65,-37.12,Grasp needle
26.39,-41.52,-103.91,-9.2,-21.42,-37.49,Grasp needle
17.78,-51.89,-108.61,-11.06,-20.45,-33.16,Grasp needle
